Timestamp;co2;humidity;light;soilHumidity;soilTemperature;temperature
2022-02-12 19:32:45;356.35714285714283;26.714285714285715;8.678571428571429;36.18421052631579;22.178571428571427;22.178571428571427
2022-02-12 19:52:55;366.2608695652174;27.82608695652174;9;28.096109839816947;23;23
2022-02-12 20:13:05;370.5238095238095;28;9;28.140350877193;23;23
2022-02-12 20:33:15;373.1818181818182;27.90909090909091;9;28.559808612440207;23;23
2022-02-12 20:53:25;371.75;28;9;28.032894736842106;23;23
2022-02-12 21:13:35;379.45;28;9;27.98421052631578;23;23
2022-02-12 21:33:45;381;28;9;28.157894736842106;23;23
2022-02-12 21:53:55;379.6666666666667;28;9;27.801169590643298;23;23
2022-02-12 22:14:05;376;28;9;28.02105263157893;23;23
2022-02-12 22:34:15;376.85714285714283;28;9;28.090225563909755;23;23
2022-02-12 22:54:25;377.72;28;9;27.574736842105267;23;23
2022-02-12 23:14:35;381.3333333333333;28;9;28.08771929824563;23;23
2022-02-12 23:34:45;383.26666666666665;28;9;27.24812030075186;23;23
2022-02-12 23:54:55;382.3076923076923;28;9;27.07692307692306;23;23
2022-02-13 00:15:05;385.42857142857144;28;9;28.19548872180449;23;23
2022-02-13 00:35:15;384.875;28;9;27.282894736842106;23;22.6875
2022-02-13 00:55:25;383.14285714285717;28;9;27.939849624060162;23;22
